"latitude","longitude","brightness","daynight","acq_date","acq_time","daynight.1","type","datetime","city","state","population","wildfire","temp_C","wind","humidity"
30.4981,-85.566,323.5,"D","2020-01-10",1701,"D",0,"2020-01-10 17:01:00","Wausau","Florida",414,1,20.9,15.8,77
39.679,-122.8104,375.2,"D","2020-09-05",2113,"D",0,"2020-09-05 21:13:00","Elk Creek","California",52,1,32,5.2,11
41.0838,-95.891,310.2,"D","2020-03-11",1947,"D",0,"2020-03-11 19:47:00","La Platte","Nebraska",35,1,16.4,16.6,53
42.6836,-111.5802,312.3,"D","2020-12-08",1806,"D",2,"2020-12-08 18:06:00","Soda Springs","Idaho",3150,1,0.2,4.7,62
34.4417,-117.9458,334.4,"D","2020-09-18",2041,"D",0,"2020-09-18 20:41:00","Littlerock","California",1277,1,28.2,19.6,16
31.3476,-82.5853,315.3,"D","2020-01-26",1836,"D",0,"2020-01-26 18:36:00","Millwood","Georgia",76,1,13.1,6.8,48
35.0408,-79.8367,327.5,"D","2020-09-03",1629,"D",0,"2020-09-03 16:29:00","Ellerbe","North Carolina",1070,1,34.2,11.4,45
41.902,-123.2324,366.2,"D","2020-09-09",1908,"D",0,"2020-09-09 19:08:00","Happy Camp","California",580,1,33.2,7.2,5
30.8687,-83.5842,316.9,"D","2020-08-18",1630,"D",0,"2020-08-18 16:30:00","Quitman","Georgia",4046,1,30.9,9.2,61
37.4851,-87.2415,303.2,"D","2020-04-22",1705,"D",0,"2020-04-22 17:05:00","Calhoun","Kentucky",783,1,20.2,14.4,38
43.4402,-122.9437,360.9,"N","2020-09-09",532,"N",0,"2020-09-09 05:32:00","Glide","Oregon",1481,1,18,8.4,8
34.0734,-116.9245,325.1,"D","2020-09-14",1928,"D",0,"2020-09-14 19:28:00","Oak Glen","California",387,1,22.3,13.2,19
37.3898,-119.2723,353.7,"N","2020-09-14",1003,"N",0,"2020-09-14 10:03:00","Big Creek","California",83,1,10.2,4.7,83
34.031,-100.5803,318.1,"D","2020-03-02",1951,"D",0,"2020-03-02 19:51:00","Matador","Texas",727,1,17.5,2.9,35
32.0351,-97.6499,313.8,"D","2020-09-24",2003,"D",0,"2020-09-24 20:03:00","Morgan","Texas",446,1,26,3.9,54
39.5202,-122.7883,344.2,"D","2020-08-31",2055,"D",0,"2020-08-31 20:55:00","Elk Creek","California",52,1,30,4.7,23
45.7674,-115.9783,339,"D","2020-10-29",1854,"D",0,"2020-10-29 18:54:00","Grangeville","Idaho",3443,1,14.8,5.1,52
32.3949,-110.87,313.1,"N","2020-06-12",534,"N",0,"2020-06-12 05:34:00","Catalina Foothills","Arizona",51756,1,19.4,4,31
29.8042,-93.8627,317.5,"D","2020-01-06",1726,"D",0,"2020-01-06 17:26:00","Port Arthur","Texas",114860,1,19.4,12.7,74
32.6861,-86.6022,304,"D","2020-11-19",1559,"D",0,"2020-11-19 15:59:00","Billingsley","Alabama",71,1,16.8,12.4,42
45.2231,-123.1722,306.8,"D","2020-10-16",2108,"D",2,"2020-10-16 21:08:00","McMinnville","Oregon",34493,1,19.5,11.4,66
32.1469,-82.6611,312.1,"D","2020-01-28",1824,"D",0,"2020-01-28 18:24:00","Glenwood","Georgia",746,1,13.5,2.6,48
37.7684,-96.8999,324.3,"D","2020-12-10",1933,"D",0,"2020-12-10 19:33:00","El Dorado","Kansas",12882,1,9.2,11,75
34.5113,-85.6534,304.6,"D","2020-11-04",1641,"D",0,"2020-11-04 16:41:00","Valley Head","Alabama",825,1,15.7,3.9,62
42.6577,-120.5823,321.1,"N","2020-09-13",645,"N",0,"2020-09-13 06:45:00","Paisley","Oregon",271,1,12,5.6,28
30.4551,-85.6081,310,"D","2020-10-20",1547,"D",0,"2020-10-20 15:47:00","Wausau","Florida",414,1,28.3,15,61
32.0103,-82.2082,306.1,"D","2020-01-08",1848,"D",0,"2020-01-08 18:48:00","Reidsville","Georgia",2541,1,9.6,8.4,61
40.4265,-123.3431,301.3,"N","2020-10-06",650,"N",0,"2020-10-06 06:50:00","Post Mountain","California",93,1,11.4,4.2,43
30.3489,-83.9146,322.4,"D","2020-03-16",1824,"D",0,"2020-03-16 18:24:00","Waukeenah","Florida",225,1,25,7.2,65
42.3258,-120.2683,302.8,"D","2020-12-10",1932,"D",0,"2020-12-10 19:32:00","Lakeview","Oregon",3043,1,-0.1,7.1,64
30.6924,-83.6803,326.6,"D","2020-03-20",1625,"D",0,"2020-03-20 16:25:00","Dixie","Georgia",138,1,31.4,12.3,34
34.2448,-112.4163,360.9,"N","2020-10-16",547,"N",0,"2020-10-16 05:47:00","Mayer","Arizona",884,1,17.5,9.8,18
39.8323,-122.8174,310.1,"N","2020-08-27",601,"N",0,"2020-08-27 06:01:00","Paskenta","California",61,1,12.6,5.1,73
43.2111,-123.4902,329.2,"D","2020-12-09",1849,"D",0,"2020-12-09 18:49:00","Lookingglass","Oregon",994,1,9.7,4.8,73
40.5098,-110.4873,306.1,"N","2020-09-16",536,"N",0,"2020-09-16 05:36:00","Altamont","Utah",390,1,4.6,12.2,43
36.0964,-121.3444,366.3,"D","2020-10-18",2053,"D",0,"2020-10-18 20:53:00","Fort Hunter Liggett","California",1038,1,30.5,3.7,10
32.0453,-85.7301,314.3,"D","2020-07-13",1654,"D",0,"2020-07-13 16:54:00","Union Springs","Alabama",3287,1,34.2,11,39
36.3044,-118.4202,322.1,"D","2020-09-13",1845,"D",0,"2020-09-13 18:45:00","Sequoia Crest","California",62,1,22.5,16.7,9
37.3513,-119.4336,315.9,"D","2020-09-15",2149,"D",0,"2020-09-15 21:49:00","Bass Lake","California",336,1,21.5,11.8,16
41.0353,-106.3024,436.7,"D","2020-10-01",2011,"D",0,"2020-10-01 20:11:00","Fox Park","Wyoming",6,1,12.9,16.4,18
36.796,-94.4286,308.9,"D","2020-10-02",1736,"D",0,"2020-10-02 17:36:00","Goodman","Missouri",1081,1,18.4,3.7,38
32.1266,-87.7665,309.2,"D","2020-09-26",1636,"D",0,"2020-09-26 16:36:00","Sweet Water","Alabama",157,1,26.7,5.3,61
40.1262,-123.3521,396.9,"N","2020-09-09",531,"N",0,"2020-09-09 05:31:00","Ruth","California",165,1,17.2,10.5,14
39.8708,-120.795,319.6,"N","2020-08-27",601,"N",0,"2020-08-27 06:01:00","Spring Garden","California",0,1,13.2,4.3,85
54.7681,-163.9798,390.1,"D","2020-01-19",2323,"D",0,"2020-01-19 23:23:00","False Pass","Alaska",95,1,-14.9,2.5,95
35.962,-121.4211,368.9,"D","2020-09-16",1916,"D",0,"2020-09-16 19:16:00","Fort Hunter Liggett","California",1038,1,23.1,5.5,32
46.4421,-117.6075,318.8,"D","2020-03-01",2050,"D",0,"2020-03-01 20:50:00","Pomeroy","Washington",1423,1,3.8,22.3,48
40.0659,-122.7434,338.8,"D","2020-08-22",1921,"D",0,"2020-08-22 19:21:00","Paskenta","California",61,1,28.5,8.3,25
29.1085,-96.4628,322.7,"D","2020-10-07",1931,"D",0,"2020-10-07 19:31:00","Louise","Texas",706,1,30.1,11.7,38
34.9198,-79.6313,317,"D","2020-03-09",1642,"D",0,"2020-03-09 16:42:00","Dobbins Heights","North Carolina",711,1,18.5,18.2,55
37.4269,-119.1274,304.1,"N","2020-10-23",554,"N",0,"2020-10-23 05:54:00","Mammoth Lakes","California",7233,1,6.5,3.9,55
33.5678,-110.329,333.4,"N","2020-08-05",458,"N",0,"2020-08-05 04:58:00","San Carlos","Arizona",4769,1,22.2,1.9,51
42.5844,-121.9045,361.8,"D","2020-09-09",2049,"D",0,"2020-09-09 20:49:00","Chiloquin","Oregon",459,1,29.2,7.4,8
46.8417,-97.0973,356.1,"D","2020-05-27",1734,"D",0,"2020-05-27 17:34:00","Mapleton","North Dakota",1243,1,26.9,17.4,34
40.8661,-94.8215,302.1,"D","2020-03-17",1910,"D",0,"2020-03-17 19:10:00","Nodaway","Iowa",65,1,8.4,16.5,62
44.745,-121.6485,367.3,"N","2020-09-07",955,"N",0,"2020-09-07 09:55:00","Warm Springs","Oregon",2446,1,17.2,12,53
32.3929,-110.849,309.4,"N","2020-06-14",939,"N",0,"2020-06-14 09:39:00","Summerhaven","Arizona",22,1,21.5,6.8,12
37.3667,-119.4552,334.9,"N","2020-09-09",944,"N",0,"2020-09-09 09:44:00","Bass Lake","California",336,1,9.1,8.2,32
31.3283,-99.7643,344.3,"D","2020-08-13",1750,"D",0,"2020-08-13 17:50:00","Eden","Texas",1793,1,39.3,18.8,19
37.0329,-119.3481,315.2,"N","2020-09-10",612,"N",0,"2020-09-10 06:12:00","Shaver Lake","California",355,1,15.5,4.5,41
30.2465,-99.1818,309.9,"D","2020-03-05",1708,"D",0,"2020-03-05 17:08:00","Harper","Texas",1199,1,19.4,13.6,36
41.9941,-123.404,352.4,"N","2020-09-09",709,"N",0,"2020-09-09 07:09:00","Takilma","Oregon",665,1,15.8,15.4,13
41.0748,-123.47,320.3,"N","2020-09-06",638,"N",0,"2020-09-06 06:38:00","Hoopa","California",2274,1,27.8,3.4,12
32.1901,-95.1011,322.7,"D","2020-07-11",1707,"D",0,"2020-07-11 17:07:00","Troup","Texas",1965,1,35,8.1,51
30.6267,-85.2563,310.7,"D","2020-03-14",1701,"D",0,"2020-03-14 17:01:00","Altha","Florida",567,1,26.7,6.6,49
41.2604,-88.178,310.1,"D","2020-12-09",1851,"D",0,"2020-12-09 18:51:00","Lakewood Shores","Illinois",433,1,4.2,10.4,82
42.1855,-96.0036,320.9,"D","2020-04-05",1941,"D",0,"2020-04-05 19:41:00","Rodney","Iowa",48,1,13.4,19.2,47
32.4044,-110.8214,309.3,"N","2020-06-18",915,"N",0,"2020-06-18 09:15:00","Summerhaven","Arizona",22,1,16.2,7.2,17
33.3972,-86.3646,314.9,"D","2020-11-04",1818,"D",0,"2020-11-04 18:18:00","Vincent","Alabama",1870,1,17,5.7,64
32.871,-80.9099,314.6,"D","2020-03-28",1849,"D",0,"2020-03-28 18:49:00","Islandton","South Carolina",54,1,26.5,4.3,73
46.2268,-119.3303,330.2,"D","2020-02-07",1901,"D",0,"2020-02-07 19:01:00","Richland","Washington",61912,1,11.1,26.8,67
45.6974,-96.896,328.6,"D","2020-06-01",1752,"D",0,"2020-06-01 17:52:00","Sisseton","South Dakota",2593,1,31.6,7.2,50
44.7216,-121.6837,321.5,"N","2020-08-22",955,"N",0,"2020-08-22 09:55:00","Camp Sherman","Oregon",291,1,7.7,7.1,91
36.1967,-118.6951,320.3,"D","2020-09-18",1903,"D",0,"2020-09-18 19:03:00","Sequoia Crest","California",62,1,24.7,6.2,28
37.3255,-119.4391,321.3,"N","2020-09-10",613,"N",0,"2020-09-10 06:13:00","Bass Lake","California",336,1,10.4,3.8,37
39.6487,-121.4415,303.6,"N","2020-09-11",931,"N",0,"2020-09-11 09:31:00","Berry Creek","California",793,1,14.8,9.2,45
41.0769,-120.0073,366.2,"D","2020-09-03",2126,"D",0,"2020-09-03 21:26:00","Eagleville","California",40,1,30.5,9.2,13
41.0686,-123.297,318,"N","2020-09-28",1014,"N",0,"2020-09-28 10:14:00","Trinity Village","California",230,1,17.1,6.9,32
36.2593,-105.4033,312.4,"D","2020-10-22",2028,"D",0,"2020-10-22 20:28:00","Angel Fire","New Mexico",1089,1,10.7,24.6,16
47.9505,-119.5627,426.9,"D","2020-09-07",2103,"D",0,"2020-09-07 21:03:00","Bridgeport","Washington",2307,1,22.6,22.4,17
42.3341,-85.2829,313.1,"D","2020-06-13",1639,"D",2,"2020-06-13 16:39:00","Level Park-Oak Park","Michigan",3367,1,19.4,12.4,38
30.7464,-84.4441,321.3,"D","2020-01-22",1900,"D",0,"2020-01-22 19:00:00","Attapulgus","Georgia",744,1,8.2,9.5,54
41.6448,-85.7103,312.3,"D","2020-08-07",1646,"D",0,"2020-08-07 16:46:00","Middlebury","Indiana",3681,1,26,5.9,37
43.2828,-95.1824,313,"D","2020-04-07",1747,"D",0,"2020-04-07 17:47:00","Fostoria","Iowa",184,1,22.2,15.5,37
42.52,-122.5622,392.3,"D","2020-09-14",1926,"D",0,"2020-09-14 19:26:00","Butte Falls","Oregon",445,1,28.9,10.5,16
42.6811,-111.6006,306.6,"N","2020-08-13",549,"N",2,"2020-08-13 05:49:00","Soda Springs","Idaho",3150,1,9.8,3.9,71
43.3604,-91.5317,306.5,"D","2020-04-05",1941,"D",0,"2020-04-05 19:41:00","Waukon","Iowa",3796,1,12.4,10.8,41
31.1679,-84.685,324.4,"D","2020-05-12",1642,"D",0,"2020-05-12 16:42:00","Colquitt","Georgia",2085,1,26.8,8.9,23
40.1841,-122.9947,314.7,"D","2020-09-12",2119,"D",0,"2020-09-12 21:19:00","Platina","California",27,1,25.8,12.3,17
46.6888,-96.5058,322.6,"D","2020-05-15",1853,"D",0,"2020-05-15 18:53:00","Baker","Minnesota",50,1,17.4,3.6,44
39.5339,-95.6863,327.4,"D","2020-03-31",1742,"D",0,"2020-03-31 17:42:00","Holton","Kansas",3384,1,18,9.4,43
44.8765,-122.3659,336,"N","2020-09-08",1037,"N",0,"2020-09-08 10:37:00","Gates","Oregon",451,1,10.2,28.2,31
48.487,-101.7318,342.5,"D","2020-04-21",1943,"D",0,"2020-04-21 19:43:00","Carpio","North Dakota",169,1,19.4,6.9,36
46.0663,-96.3876,330.6,"D","2020-05-15",1853,"D",0,"2020-05-15 18:53:00","Campbell","Minnesota",195,1,18.2,5.4,40
38.9939,-79.1191,317.1,"D","2020-07-10",1622,"D",2,"2020-07-10 16:22:00","Petersburg","West Virginia",3172,1,33.8,2.6,38
39.0161,-121.4058,310.5,"D","2020-03-13",2113,"D",0,"2020-03-13 21:13:00","Wheatland","California",3790,1,21.1,21.3,41
47.849,-119.419,328.7,"D","2020-09-07",1918,"D",0,"2020-09-07 19:18:00","Mansfield","Washington",344,1,21.5,27.4,19
39.7031,-122.7948,323.7,"D","2020-08-20",1933,"D",0,"2020-08-20 19:33:00","Elk Creek","California",52,1,29.3,3.3,14
32.2473,-87.3715,309.9,"D","2020-03-24",1913,"D",0,"2020-03-24 19:13:00","Catherine","Alabama",5,1,24.3,13.4,70
40.2118,-106.1645,320.5,"N","2020-10-16",823,"N",0,"2020-10-16 08:23:00","Hot Sulphur Springs","Colorado",977,1,-6.6,6.2,62
40.2253,-123.4462,315,"D","2020-10-05",2125,"D",0,"2020-10-05 21:25:00","Ruth","California",165,1,26.4,12,15
44.0764,-122.6202,407.5,"D","2020-09-09",2050,"D",0,"2020-09-09 20:50:00","Lowell","Oregon",1221,1,34.1,8.1,6
36.6042,-114.0864,429.5,"D","2020-09-22",2017,"D",0,"2020-09-22 20:17:00","Bunkerville","Nevada",1119,1,24.4,11.5,14
33.2525,-92.4809,311.6,"D","2020-10-06",1849,"D",0,"2020-10-06 18:49:00","Lawson","Arkansas",106,1,21.9,3.9,65
32.0715,-83.5709,312.2,"D","2020-10-15",1842,"D",0,"2020-10-15 18:42:00","Pineview","Georgia",645,1,24,7,75
39.8561,-122.8503,325.8,"N","2020-08-29",1002,"N",0,"2020-08-29 10:02:00","Paskenta","California",61,1,16,5.2,56
39.9526,-122.9968,320.5,"N","2020-09-09",944,"N",0,"2020-09-09 09:44:00","Covelo","California",1495,1,12.5,8.9,20
41.1028,-123.5208,383.2,"D","2020-09-04",2031,"D",0,"2020-09-04 20:31:00","Hoopa","California",2274,1,26.8,9,27
37.2702,-119.2197,331.2,"N","2020-09-10",613,"N",0,"2020-09-10 06:13:00","Big Creek","California",83,1,7.8,5.2,45
40.3029,-120.7218,362.2,"D","2020-08-20",2113,"D",0,"2020-08-20 21:13:00","Johnstonville","California",967,1,26.4,14,9
33.1826,-84.1152,311.6,"D","2020-04-21",1624,"D",0,"2020-04-21 16:24:00","Orchard Hill","Georgia",150,1,22.6,22.2,44
37.8132,-91.7189,315.9,"D","2020-10-06",1712,"D",0,"2020-10-06 17:12:00","Rolla","Missouri",20144,1,25.3,10.3,46
44.7859,-116.8644,326.9,"D","2020-09-09",1907,"D",0,"2020-09-09 19:07:00","Halfway","Oregon",379,1,20.9,6.8,15
38.3465,-97.7267,335.6,"D","2020-07-02",1851,"D",0,"2020-07-02 18:51:00","McPherson","Kansas",13956,1,25.5,4.2,80
33.9,-116.5659,324.7,"D","2020-11-08",1756,"D",0,"2020-11-08 17:56:00","Desert Hot Springs","California",32786,1,14.1,12.6,46
48.5069,-98.4808,326.9,"D","2020-05-20",1912,"D",0,"2020-05-20 19:12:00","Edmore","North Dakota",274,1,23.5,29.5,52
40.035,-94.9891,312,"D","2020-03-30",1659,"D",0,"2020-03-30 16:59:00","Fillmore","Missouri",268,1,18.8,17.9,35
39.6674,-122.9321,373.2,"D","2020-09-08",2144,"D",0,"2020-09-08 21:44:00","Covelo","California",1495,1,33.2,9.9,3
44.6617,-116.7726,375,"D","2020-09-08",2145,"D",0,"2020-09-08 21:45:00","Cambridge","Idaho",336,1,19.7,9.2,16
36.9114,-96.0431,333.1,"D","2020-04-15",2016,"D",0,"2020-04-15 20:16:00","Whippoorwill","Oklahoma",35,1,15.3,10.5,37
33.9203,-117.7036,313.7,"N","2020-10-27",945,"N",0,"2020-10-27 09:45:00","Chino Hills","California",78024,1,9.8,9.5,16
40.372,-123.4135,316.2,"N","2020-10-05",607,"N",0,"2020-10-05 06:07:00","Mad River","California",544,1,12.1,6.8,57
44.0942,-122.5764,326.8,"N","2020-09-09",532,"N",0,"2020-09-09 05:32:00","Marcola","Oregon",561,1,14.3,8,21
40.2458,-123.2756,381.8,"D","2020-09-12",1939,"D",0,"2020-09-12 19:39:00","Ruth","California",165,1,26.8,12.9,18
36.6637,-78.9509,311.4,"D","2020-06-13",1819,"D",0,"2020-06-13 18:19:00","Riverdale","Virginia",1129,1,28.1,9.3,26
40.2433,-123.2396,337.4,"D","2020-09-12",1939,"D",0,"2020-09-12 19:39:00","Ruth","California",165,1,26.9,12.9,18
37.4084,-119.2792,308.2,"N","2020-09-09",944,"N",0,"2020-09-09 09:44:00","Big Creek","California",83,1,9.1,3.3,69
41.1414,-123.4198,308.9,"N","2020-09-03",608,"N",0,"2020-09-03 06:08:00","Weitchpec","California",87,1,19,2.9,42
35.2503,-115.6408,399.6,"D","2020-08-16",1820,"D",0,"2020-08-16 18:20:00","Baker","California",482,1,37.8,2,9
36.1442,-118.3044,337,"D","2020-09-16",2053,"D",0,"2020-09-16 20:53:00","Ponderosa","California",64,1,22.2,11.9,17
48.0158,-97.4622,321.6,"D","2020-05-27",1734,"D",0,"2020-05-27 17:34:00","Gilby","North Dakota",401,1,24.2,22.8,28
30.231,-83.1399,305.9,"D","2020-02-03",1612,"D",0,"2020-02-03 16:12:00","Day","Florida",200,1,21.7,8.8,49
48.36,-98.5138,314.7,"D","2020-05-16",1936,"D",0,"2020-05-16 19:36:00","Edmore","North Dakota",274,1,19.1,10.4,38
35.741,-90.2147,313.5,"D","2020-10-06",1850,"D",0,"2020-10-06 18:50:00","Etowah","Arkansas",306,1,20.1,6.2,59
32.8833,-87.6884,311.6,"D","2020-10-15",1706,"D",0,"2020-10-15 17:06:00","Akron","Alabama",354,1,26.2,7.1,53
35.365,-98.6053,308.7,"D","2020-01-04",1914,"D",0,"2020-01-04 19:14:00","Colony","Oklahoma",156,1,9.4,8.7,54
37.2354,-119.3809,322.6,"N","2020-09-07",542,"N",0,"2020-09-07 05:42:00","Big Creek","California",83,1,18.5,9.5,35
39.9494,-122.9595,404.9,"D","2020-09-08",2144,"D",0,"2020-09-08 21:44:00","Covelo","California",1495,1,28.1,10.8,5
46.067,-118.1766,338.8,"D","2020-10-09",1919,"D",0,"2020-10-09 19:19:00","Dixie","Washington",130,1,23.5,4.9,34
39.6286,-122.9339,327.7,"D","2020-09-06",2156,"D",0,"2020-09-06 21:56:00","Covelo","California",1495,1,31.9,12.4,17
47.1198,-109.821,388.8,"D","2020-09-02",2044,"D",0,"2020-09-02 20:44:00","Moccasin","Montana",23,1,20,39.2,39
35.737,-104.04,355.9,"D","2020-06-09",1706,"D",0,"2020-06-09 17:06:00","Mosquero","New Mexico",38,1,22.5,13.1,14
38.3963,-122.1688,344.7,"D","2020-08-19",2030,"D",0,"2020-08-19 20:30:00","Moskowite Corner","California",136,1,37.2,17.8,12
32.7324,-93.3131,322.2,"D","2020-10-21",1944,"D",0,"2020-10-21 19:44:00","Minden","Louisiana",11604,1,26,6.3,71
41.0945,-123.3605,343.1,"N","2020-09-08",626,"N",0,"2020-09-08 06:26:00","Trinity Village","California",230,1,18.4,4.1,36
42.6082,-121.8815,300.1,"N","2020-09-10",1026,"N",0,"2020-09-10 10:26:00","Chiloquin","Oregon",459,1,8,6.6,28
37.4668,-119.389,308.1,"N","2020-09-16",950,"N",0,"2020-09-16 09:50:00","Bass Lake","California",336,1,9.8,7.2,39
44.4037,-110.8059,308.5,"N","2020-08-24",531,"N",0,"2020-08-24 05:31:00","West Yellowstone","Montana",1457,1,13.9,8.7,37
32.0568,-85.5986,310.1,"D","2020-03-14",1837,"D",0,"2020-03-14 18:37:00","Midway","Alabama",633,1,24.1,7.2,59
37.2053,-90.1696,301.2,"D","2020-04-01",1826,"D",0,"2020-04-01 18:26:00","Zalma","Missouri",77,1,17.4,4.7,46
48.8463,-100.5047,309.4,"D","2020-05-07",1943,"D",0,"2020-05-07 19:43:00","Bottineau","North Dakota",2063,1,9.6,17.1,29
36.8582,-120.1116,300,"D","2020-02-03",2106,"D",0,"2020-02-03 21:06:00","La Vina","California",538,1,11.6,22.8,27
47.3407,-97.2759,342,"D","2020-05-27",1734,"D",0,"2020-05-27 17:34:00","Blanchard","North Dakota",0,1,26,20.5,33
32.3826,-110.8133,307.2,"N","2020-06-20",445,"N",0,"2020-06-20 04:45:00","Summerhaven","Arizona",22,1,18.8,2.5,27
31.4595,-100.8059,313.7,"D","2020-03-05",1708,"D",0,"2020-03-05 17:08:00","Mertzon","Texas",819,1,20.4,13.8,37
33.4106,-110.8851,313.3,"D","2020-11-17",2105,"D",2,"2020-11-17 21:05:00","Miami","Arizona",1436,1,23.7,7.6,21
37.4346,-119.3753,308.7,"N","2020-09-10",613,"N",0,"2020-09-10 06:13:00","Bass Lake","California",336,1,8.5,5.7,37
33.9128,-111.3825,304.2,"N","2020-06-18",458,"N",0,"2020-06-18 04:58:00","Tonto Basin","Arizona",1593,1,16.1,5.2,34
40.6827,-75.3627,316.4,"D","2020-06-17",1615,"D",0,"2020-06-17 16:15:00","Middletown","Pennsylvania",7620,1,28.8,15.6,37
46.3218,-108.4542,342.4,"D","2020-09-03",1805,"D",0,"2020-09-03 18:05:00","Klein","Montana",292,1,27.6,11.8,22
40.0417,-122.9675,359.8,"D","2020-09-13",1844,"D",0,"2020-09-13 18:44:00","Platina","California",27,1,24,13.4,17
37.7927,-95.8514,340.8,"D","2020-08-17",1724,"D",0,"2020-08-17 17:24:00","Toronto","Kansas",250,1,30.5,15.9,40
30.7475,-94.7693,346.7,"D","2020-08-06",1919,"D",0,"2020-08-06 19:19:00","Indian Springs","Texas",1008,1,30.9,8.6,64
30.5558,-92.5081,306.8,"D","2020-04-14",1932,"D",0,"2020-04-14 19:32:00","Eunice","Louisiana",9261,1,18.8,22.3,48
29.3921,-82.3381,313.9,"D","2020-06-22",1637,"D",0,"2020-06-22 16:37:00","East Williston","Florida",671,1,33.3,14.2,39
37.9313,-96.565,342.5,"D","2020-08-17",1724,"D",0,"2020-08-17 17:24:00","Cassoday","Kansas",129,1,30,14.3,38
39.9708,-123.1783,338.1,"D","2020-09-29",1844,"D",0,"2020-09-29 18:44:00","Covelo","California",1495,1,28.3,12.2,16
39.143,-85.9618,313.1,"D","2020-07-13",1653,"D",0,"2020-07-13 16:53:00","Bethel Village","Indiana",545,1,28.8,12.7,38
37.3449,-119.1549,316.7,"N","2020-10-02",950,"N",0,"2020-10-02 09:50:00","Big Creek","California",83,1,3.4,6.1,46
29.4696,-97.2761,301,"D","2020-01-20",1913,"D",0,"2020-01-20 19:13:00","Shiner","Texas",2284,1,14.2,9.5,32
30.9407,-88.0111,328.4,"D","2020-05-05",1637,"D",2,"2020-05-05 16:37:00","Axis","Alabama",243,1,30.5,17,45
35.1543,-107.8198,330.1,"D","2020-06-18",1838,"D",2,"2020-06-18 18:38:00","Grants","New Mexico",9106,1,28.7,14.2,5
31.9405,-91.2518,336.5,"D","2020-09-07",1920,"D",0,"2020-09-07 19:20:00","St. Joseph","Louisiana",709,1,34.1,4.1,35
41.0714,-106.2236,369.9,"D","2020-10-05",1947,"D",0,"2020-10-05 19:47:00","Fox Park","Wyoming",6,1,14.6,20.5,18
44.2699,-122.6788,343.3,"N","2020-09-10",1025,"N",0,"2020-09-10 10:25:00","Holley","Oregon",259,1,10.1,7.7,37
37.1139,-119.0146,337.9,"D","2020-09-13",1845,"D",0,"2020-09-13 18:45:00","Big Creek","California",83,1,19.3,12,19
36.8837,-95.5546,327.1,"D","2020-04-08",2010,"D",0,"2020-04-08 20:10:00","Lenapah","Oklahoma",274,1,27.4,10.2,54
38.0061,-95.9865,329.9,"D","2020-04-07",1928,"D",0,"2020-04-07 19:28:00","Virgil","Kansas",26,1,25.5,8,62
43.2686,-96.9124,301.4,"D","2020-11-06",1805,"D",0,"2020-11-06 18:05:00","Davis","South Dakota",108,1,20.6,27.9,32
41.3152,-103.0174,316,"D","2020-09-28",1941,"D",0,"2020-09-28 19:41:00","Gurley","Nebraska",253,1,15.7,29.5,19
35.5999,-76.1505,321.9,"D","2020-07-20",1837,"D",0,"2020-07-20 18:37:00","Fairfield","North Carolina",276,1,31,15,70
42.4977,-120.5447,386.6,"D","2020-07-21",2101,"D",0,"2020-07-21 21:01:00","Paisley","Oregon",271,1,28.5,5.8,19
39.8755,-121.2884,354.5,"D","2020-09-23",2101,"D",0,"2020-09-23 21:01:00","Tobin","California",0,1,21.3,13.7,24
39.6764,-122.9119,304.1,"N","2020-09-10",613,"N",0,"2020-09-10 06:13:00","Covelo","California",1495,1,14.5,9.3,29
45.0044,-122.2791,316.5,"D","2020-09-14",2108,"D",0,"2020-09-14 21:08:00","Molalla","Oregon",10168,1,23,14.3,28
39.8932,-111.773,324.5,"N","2020-09-07",955,"N",0,"2020-09-07 09:55:00","Rocky Ridge","Utah",901,1,17,8,41
42.0802,-123.5696,310.6,"D","2020-09-14",2108,"D",0,"2020-09-14 21:08:00","Takilma","Oregon",665,1,25,16.9,24
41.107,-123.3366,500,"N","2020-09-08",626,"N",0,"2020-09-08 06:26:00","Trinity Village","California",230,1,17,4.1,36
41.6417,-85.7042,315.3,"D","2020-07-13",1652,"D",0,"2020-07-13 16:52:00","Middlebury","Indiana",3681,1,27.1,11.5,38
39.4199,-108.4917,328.2,"N","2020-08-09",435,"N",0,"2020-08-09 04:35:00","De Beque","Colorado",466,1,14.4,4.1,18
32.4656,-110.8392,312.3,"N","2020-06-23",516,"N",0,"2020-06-23 05:16:00","Catalina","Arizona",6908,1,21.8,6,18
40.654,-105.775,319.8,"N","2020-09-06",912,"N",0,"2020-09-06 09:12:00","Red Feather Lakes","Colorado",347,1,8.2,8.8,43
35.4576,-118.4996,384.5,"N","2020-08-04",1009,"N",0,"2020-08-04 10:09:00","Bodfish","California",2191,1,16.1,5.4,44
37.4928,-98.7326,328,"D","2020-04-27",1724,"D",0,"2020-04-27 17:24:00","Sawyer","Kansas",119,1,25.5,4.5,40
32.5808,-98.6653,317,"D","2020-04-15",2015,"D",0,"2020-04-15 20:15:00","Ranger","Texas",2541,1,16.6,13.7,32
36.3401,-118.6687,349.5,"D","2020-10-07",2112,"D",0,"2020-10-07 21:12:00","Silver City","California",0,1,16.1,9.5,27
31.4547,-86.5314,337.3,"D","2020-10-07",1618,"D",0,"2020-10-07 16:18:00","Gantt","Alabama",198,1,30.9,5,54
