"wildfire","brightness","type","datetime","longitude","latitude","sza","computed_daynight_sza","nearest_city","nearest_city_population","state","datetime.1","hour_utc","datetime_utc","lat_bin","lon_bin","elevation","temp_C","AQI"
1,315.9,0,"2020-07-09 05:31:00",129.4178,-14.3827,122.153751309743,"D",NA,NA,NA,"2020-07-09 05:00:00","2020-07-08 19:31:00","2020-07-08 19:00:00",-14.4,129.4,33.5918807983398,26,196.994152046784
1,479.2,0,"2020-02-03 04:17:00",149.2509,-35.8307,112.246293583125,"D","Canberra",381488,"Australian Capital Territory","2020-02-03 04:00:00","2020-02-02 17:17:00","2020-02-02 17:00:00",-35.8,149.3,1016.19097900391,12.2,261.186111111111
1,322,2,"2020-02-02 23:59:00",152.9782,-27.3163,133.132546971941,"D","Brisbane",2360241,"Queensland","2020-02-02 23:00:00","2020-02-02 12:59:00","2020-02-02 12:00:00",-27.3,153,14.2504844665527,23.6,269.494285714286
1,327.6,0,"2020-05-27 01:22:00",132.4953,-13.0767,171.161956171079,"D","Palmerston",33695,"Northern Territory","2020-05-27 01:00:00","2020-05-26 15:22:00","2020-05-26 15:00:00",-13.1,132.5,52.2313461303711,32.3,259.281578947368
1,335.9,0,"2020-07-24 04:48:00",132.7571,-12.8689,128.85980790788,"D",NA,NA,NA,"2020-07-24 04:00:00","2020-07-23 18:48:00","2020-07-23 18:00:00",-12.9,132.8,13.5646800994873,30.5,194.136557610242
1,366.2,0,"2020-04-24 05:06:00",126.3802,-15.3843,128.466642514648,"D",NA,NA,NA,"2020-04-24 05:00:00","2020-04-23 19:06:00","2020-04-23 19:00:00",-15.4,126.4,383.976593017578,33.7,199.205128205128
1,328.3,0,"2020-04-09 05:45:00",117.301,-32.0753,125.091471980383,"D","Perth",3472,"Tasmania","2020-04-09 05:00:00","2020-04-08 19:45:00","2020-04-08 19:00:00",-32.1,117.3,266.200866699219,29.5,216.761111111111
1,307.7,0,"2020-01-10 16:04:00",144.3356,-19.8138,35.8613296735019,"N",NA,NA,NA,"2020-01-10 16:00:00","2020-01-10 05:04:00","2020-01-10 05:00:00",-19.8,144.3,778.990661621094,21.8,272.302777777778
1,300.7,0,"2020-02-06 15:47:00",149.5262,-23.3521,36.1215687263176,"N",NA,NA,NA,"2020-02-06 15:00:00","2020-02-06 04:47:00","2020-02-06 04:00:00",-23.4,149.5,77,24.2,252.181578947368
1,347.9,0,"2020-04-24 05:06:00",126.2518,-15.4611,128.595714594051,"D",NA,NA,NA,"2020-04-24 05:00:00","2020-04-23 19:06:00","2020-04-23 19:00:00",-15.5,126.3,446.192474365234,33.4,199.205128205128
1,304.5,0,"2020-09-27 13:18:00",141.7097,-12.3453,16.9896741296291,"N",NA,NA,NA,"2020-09-27 13:00:00","2020-09-27 03:18:00","2020-09-27 03:00:00",-12.3,141.7,7.95742511749268,24.1,53.9173789173789
1,331.6,0,"2020-03-12 05:24:00",123.7711,-16.2356,138.331544572504,"D",NA,NA,NA,"2020-03-12 05:00:00","2020-03-11 18:24:00","2020-03-11 18:00:00",-16.2,123.8,79.2637939453125,30.5,227.688888888889
1,308.4,0,"2020-10-06 13:10:00",143.3683,-17.251,12.2081175718096,"N",NA,NA,NA,"2020-10-06 13:00:00","2020-10-06 02:10:00","2020-10-06 02:00:00",-17.3,143.4,185.179382324219,23.6,217.417142857143
1,325.7,0,"2020-01-01 12:59:00",148.2889,-35.862,13.0183150458567,"N","Tumut",6230,"New South Wales","2020-01-01 12:00:00","2020-01-01 01:59:00","2020-01-01 01:00:00",-35.9,148.3,1147.20227050781,10.9,248.116666666667
1,327.9,0,"2020-01-16 01:47:00",137.8852,-17.9459,140.749457707958,"D",NA,NA,NA,"2020-01-16 01:00:00","2020-01-15 14:47:00","2020-01-15 14:00:00",-17.9,137.9,127.29322052002,41.8,361.324444444444
1,333.9,0,"2020-02-03 13:42:00",149.051,-35.8734,19.7972750789827,"N","Canberra",381488,"Australian Capital Territory","2020-02-03 13:00:00","2020-02-03 02:42:00","2020-02-03 02:00:00",-35.9,149.1,1245.52233886719,5,237.518918918919
1,326.3,0,"2020-06-09 05:18:00",125.1492,-15.1717,127.960357272194,"D",NA,NA,NA,"2020-06-09 05:00:00","2020-06-08 19:18:00","2020-06-08 19:00:00",-15.2,125.1,125.092979431152,26.8,266.684210526316
1,331.5,0,"2020-12-04 03:24:00",150.7638,-25.4235,119.113310781923,"D","Kingaroy",10020,"Queensland","2020-12-04 03:00:00","2020-12-03 16:24:00","2020-12-03 16:00:00",-25.4,150.8,368.787933349609,31,255.332432432432
1,322.9,0,"2020-10-15 03:40:00",145.0861,-14.9214,135.317415597852,"D",NA,NA,NA,"2020-10-15 03:00:00","2020-10-14 16:40:00","2020-10-14 16:00:00",-14.9,145.1,231.646743774414,23.1,223.188888888889
1,316.4,0,"2020-07-14 01:22:00",133.0415,-14.213,172.23713757891,"D",NA,NA,NA,"2020-07-14 01:00:00","2020-07-13 15:22:00","2020-07-13 15:00:00",-14.2,133,288.686401367188,26.7,195.171745152355
1,315.9,0,"2020-07-25 01:03:00",134.8365,-13.7204,173.862912460746,"D",NA,NA,NA,"2020-07-25 01:00:00","2020-07-24 15:03:00","2020-07-24 15:00:00",-13.7,134.8,124.586547851562,30.3,197.865497076023
1,329.7,0,"2020-01-08 03:43:00",151.4906,-24.5796,118.665364223577,"D","Gladstone",34703,"Queensland","2020-01-08 03:00:00","2020-01-07 16:43:00","2020-01-07 16:00:00",-24.6,151.5,635.232421875,21.8,251.311111111111
1,305.6,0,"2020-01-07 14:01:00",124.0123,-32.7655,14.9695500110515,"N",NA,NA,NA,"2020-01-07 14:00:00","2020-01-07 03:01:00","2020-01-07 03:00:00",-32.8,124,148.217956542969,23.6,248.086486486486
1,309.3,0,"2020-11-13 17:17:00",124.8779,-15.4282,41.1060850162987,"N",NA,NA,NA,"2020-11-13 17:00:00","2020-11-13 06:17:00","2020-11-13 06:00:00",-15.4,124.9,122.074043273926,27.5,249.782857142857
1,340.3,0,"2020-09-24 05:01:00",132.8804,-11.5636,119.302573853909,"D",NA,NA,NA,"2020-09-24 05:00:00","2020-09-23 19:01:00","2020-09-23 19:00:00",-11.6,132.9,27.3644580841064,27.2,55.4090354090354
1,332.4,0,"2020-03-25 02:08:00",117.9377,-20.9329,154.712333120537,"D",NA,NA,NA,"2020-03-25 02:00:00","2020-03-24 15:08:00","2020-03-24 15:00:00",-20.9,117.9,55.5206031799316,41.6,235.986486486486
1,317.6,0,"2020-03-26 03:53:00",142.0733,-35.7931,134.041386879927,"D","Horsham",15134,"Victoria","2020-03-26 03:00:00","2020-03-25 16:53:00","2020-03-25 16:00:00",-35.8,142.1,90.8146286010742,23.9,252.388888888889
1,307.6,0,"2020-09-10 12:31:00",146.9342,-26.1422,31.499404110746,"N",NA,NA,NA,"2020-09-10 12:00:00","2020-09-10 02:31:00","2020-09-10 02:00:00",-26.1,146.9,426.5615234375,15.6,198.149359886202
1,323.4,0,"2020-07-09 05:30:00",127.6839,-15.7047,124.37456206753,"D",NA,NA,NA,"2020-07-09 05:00:00","2020-07-08 19:30:00","2020-07-08 19:00:00",-15.7,127.7,315.154266357422,28.4,196.994152046784
1,310.5,0,"2020-07-30 04:07:00",151.5851,-25.2028,122.939208056354,"D","Bargara",8883,"Queensland","2020-07-30 04:00:00","2020-07-29 18:07:00","2020-07-29 18:00:00",-25.2,151.6,299.154235839844,15.8,195.385490753912
1,313.5,0,"2020-06-07 01:04:00",130.2867,-13.9483,170.627861099791,"D","Darwin",139902,"Northern Territory","2020-06-07 01:00:00","2020-06-06 15:04:00","2020-06-06 15:00:00",-13.9,130.3,51.7210884094238,32.1,266.076315789474
1,321.6,0,"2020-07-30 04:11:00",142.1266,-11.9684,128.49043955505,"D","Thursday Island",2805,"Queensland","2020-07-30 04:00:00","2020-07-29 18:11:00","2020-07-29 18:00:00",-12,142.1,16.359058380127,26.5,195.385490753912
1,310.9,0,"2020-06-16 13:11:00",142.1921,-15.3325,39.8170367986748,"N",NA,NA,NA,"2020-06-16 13:00:00","2020-06-16 03:11:00","2020-06-16 03:00:00",-15.3,142.2,27.3639545440674,24.4,197.646616541353
1,341.1,0,"2020-03-12 05:20:00",123.5301,-31.9752,130.83642612809,"D",NA,NA,NA,"2020-03-12 05:00:00","2020-03-11 18:20:00","2020-03-11 18:00:00",-32,123.5,225.699615478516,26.9,227.688888888889
1,328.2,0,"2020-04-14 06:03:00",117.1852,-32.8512,122.05919706673,"D","Mandurah",90306,"Western Australia","2020-04-14 06:00:00","2020-04-13 20:03:00","2020-04-13 20:00:00",-32.9,117.2,405.721710205078,19.1,205.683783783784
1,399.7,0,"2020-02-07 05:32:00",117.4499,-33.6492,122.071691843033,"D","Australind",14539,"Western Australia","2020-02-07 05:00:00","2020-02-06 18:32:00","2020-02-06 18:00:00",-33.6,117.4,358.290313720703,30.2,250.602702702703
1,315.7,0,"2020-06-03 05:55:00",125.6061,-15.3444,118.783264417089,"D",NA,NA,NA,"2020-06-03 05:00:00","2020-06-02 19:55:00","2020-06-02 19:00:00",-15.3,125.6,150.537445068359,25.1,252.347368421053
1,310.8,0,"2020-04-06 03:34:00",148.4003,-35.1073,125.006678259063,"D","Tumut",6230,"New South Wales","2020-04-06 03:00:00","2020-04-05 17:34:00","2020-04-05 17:00:00",-35.1,148.4,661.250732421875,10.9,230.152777777778
1,324,0,"2020-01-13 13:23:00",146.7226,-36.7442,15.1043358382585,"N","Mansfield",3999,"Victoria","2020-01-13 13:00:00","2020-01-13 02:23:00","2020-01-13 02:00:00",-36.7,146.7,1123.59497070312,13.8,315.184444444445
1,347.5,0,"2020-01-11 04:10:00",148.0474,-35.9089,108.913597212384,"D","Tumut",6230,"New South Wales","2020-01-11 04:00:00","2020-01-10 17:10:00","2020-01-10 17:00:00",-35.9,148,614.982604980469,21.5,261.213513513514
1,333.4,0,"2020-10-22 03:45:00",141.8944,-16.3383,134.476896382706,"D",NA,NA,NA,"2020-10-22 03:00:00","2020-10-21 16:45:00","2020-10-21 16:00:00",-16.3,141.9,21.6977424621582,31.6,243.169444444444
1,312.8,0,"2020-10-20 13:24:00",132.8188,-11.8527,7.5359806291746,"N",NA,NA,NA,"2020-10-20 13:00:00","2020-10-20 02:24:00","2020-10-20 02:00:00",-11.9,132.8,9.40768718719482,25.3,224.019444444444
1,327.2,0,"2020-04-09 04:05:00",142.7806,-36.8508,123.378589488922,"D","Stawell",5627,"Victoria","2020-04-09 04:00:00","2020-04-08 18:05:00","2020-04-08 18:00:00",-36.9,142.8,184.633178710938,17.8,220.291891891892
1,330.7,0,"2020-07-22 05:00:00",127.1782,-13.9827,131.562576464534,"D",NA,NA,NA,"2020-07-22 05:00:00","2020-07-21 19:00:00","2020-07-21 19:00:00",-14,127.2,116,24.8,197.964912280702
1,377.6,0,"2020-11-04 02:06:00",124.7859,-16.7688,147.668119749634,"D",NA,NA,NA,"2020-11-04 02:00:00","2020-11-03 15:06:00","2020-11-03 15:00:00",-16.8,124.8,273.968627929688,42.8,238.373529411765
1,324,0,"2020-08-02 01:53:00",127.1789,-13.9122,174.659585058971,"D",NA,NA,NA,"2020-08-02 01:00:00","2020-08-01 15:53:00","2020-08-01 15:00:00",-13.9,127.2,21.7951641082764,28.3,265.861111111111
1,316.8,0,"2020-06-24 01:46:00",134.1327,-13.1642,166.07698896388,"D",NA,NA,NA,"2020-06-24 01:00:00","2020-06-23 15:46:00","2020-06-23 15:00:00",-13.2,134.1,252.073440551758,29.9,262.758333333333
1,337.6,0,"2020-11-27 00:34:00",144.7875,-20.1552,137.953710361789,"D","Charters Towers",8040,"Queensland","2020-11-27","2020-11-26 13:34:00","2020-11-26 13:00:00",-20.2,144.8,687.968017578125,33,279.217647058823
1,314.2,0,"2020-05-15 05:20:00",116.9145,-31.7333,135.344610603888,"D","Perth",3472,"Western Australia","2020-05-15 05:00:00","2020-05-14 19:20:00","2020-05-14 19:00:00",-31.7,116.9,210.266525268555,21.5,266.662162162162
1,334.5,0,"2020-05-06 03:50:00",147.3681,-22.9883,127.568214776513,"D",NA,NA,NA,"2020-05-06 03:00:00","2020-05-05 17:50:00","2020-05-05 17:00:00",-23,147.4,466.198394775391,22.6,256.082051282051
1,321.2,0,"2020-07-15 04:54:00",134.9835,-14.5647,125.752502781564,"D",NA,NA,NA,"2020-07-15 04:00:00","2020-07-14 18:54:00","2020-07-14 18:00:00",-14.6,135,18.6182403564453,22.9,196.695906432749
1,366.9,0,"2020-01-04 15:07:00",150.1958,-34.6961,29.260757382742,"N","Moss Vale",8579,"New South Wales","2020-01-04 15:00:00","2020-01-04 04:07:00","2020-01-04 04:00:00",-34.7,150.2,635.682434082031,16.9,234.864864864865
1,323.8,0,"2020-07-04 05:13:00",130.5582,-11.4601,124.127556723023,"D","Darwin",139902,"Northern Territory","2020-07-04 05:00:00","2020-07-03 19:13:00","2020-07-03 19:00:00",-11.5,130.6,41.2145919799805,27.1,197.881578947368
1,337.2,0,"2020-12-09 03:43:00",147.6212,-24.8122,118.458427349345,"D",NA,NA,NA,"2020-12-09 03:00:00","2020-12-08 16:43:00","2020-12-08 16:00:00",-24.8,147.6,812.381042480469,26.9,245.7
1,308.5,0,"2020-07-27 14:42:00",118.6865,-20.7561,40.6031205865983,"N",NA,NA,NA,"2020-07-27 14:00:00","2020-07-27 04:42:00","2020-07-27 04:00:00",-20.8,118.7,77.1601486206055,15.3,196.586257309942
1,306.3,0,"2020-12-16 13:15:00",143.9059,-20.096,3.45379112846135,"N",NA,NA,NA,"2020-12-16 13:00:00","2020-12-16 02:15:00","2020-12-16 02:00:00",-20.1,143.9,648.33056640625,26.1,265.415151515151
1,343,0,"2020-05-17 02:25:00",122.224,-17.8828,171.126373001976,"D",NA,NA,NA,"2020-05-17 02:00:00","2020-05-16 16:25:00","2020-05-16 16:00:00",-17.9,122.2,10.4300947189331,34.1,262.921052631579
1,315,0,"2020-12-01 12:18:00",153.0946,-25.3948,5.66188508994632,"N","Scarness",3519,"Queensland","2020-12-01 12:00:00","2020-12-01 01:18:00","2020-12-01 01:00:00",-25.4,153.1,114.515594482422,23.2,229.414285714286
1,324.1,0,"2020-05-11 04:11:00",134.3925,-14.2531,133.927841074222,"D",NA,NA,NA,"2020-05-11 04:00:00","2020-05-10 18:11:00","2020-05-10 18:00:00",-14.3,134.4,156.744110107422,29.1,251.615789473684
1,327.2,0,"2020-05-07 04:35:00",135.8122,-15.8267,127.100037024962,"D",NA,NA,NA,"2020-05-07 04:00:00","2020-05-06 18:35:00","2020-05-06 18:00:00",-15.8,135.8,166.138534545898,25.6,260.065789473684
1,308.3,0,"2020-11-19 13:35:00",143.5286,-15.6013,6.75098870318212,"N",NA,NA,NA,"2020-11-19 13:00:00","2020-11-19 02:35:00","2020-11-19 02:00:00",-15.6,143.5,296.673980712891,23.2,242.141176470588
1,323.7,0,"2020-07-04 05:12:00",127.9079,-14.9074,127.913993076223,"D",NA,NA,NA,"2020-07-04 05:00:00","2020-07-03 19:12:00","2020-07-03 19:00:00",-14.9,127.9,175.094039916992,26.9,197.881578947368
1,312,0,"2020-01-27 13:41:00",126.3705,-18.6709,15.7634890183022,"N",NA,NA,NA,"2020-01-27 13:00:00","2020-01-27 02:41:00","2020-01-27 02:00:00",-18.7,126.4,232.20166015625,30.2,233.292105263158
1,326,0,"2020-07-01 01:52:00",131.2848,-13.6515,167.723532837112,"D","Palmerston",33695,"Northern Territory","2020-07-01 01:00:00","2020-06-30 15:52:00","2020-06-30 15:00:00",-13.7,131.3,106.652458190918,32.9,196.694444444444
1,324.7,0,"2020-05-05 04:41:00",140.932,-36.7216,121.969062312971,"D","Millicent",4760,"South Australia","2020-05-05 04:00:00","2020-05-04 18:41:00","2020-05-04 18:00:00",-36.7,140.9,102,12.8,258.892307692308
1,304,0,"2020-04-11 03:53:00",150.4238,-34.3583,120.69716149538,"D","Hill Top",2262,"New South Wales","2020-04-11 03:00:00","2020-04-10 17:53:00","2020-04-10 17:00:00",-34.4,150.4,652.315063476562,11.1,198.537695590327
1,320.2,0,"2020-11-04 12:37:00",149.1237,-25.8948,10.8232082085048,"N",NA,NA,NA,"2020-11-04 12:00:00","2020-11-04 01:37:00","2020-11-04 01:00:00",-25.9,149.1,393.197357177734,21.2,231.24
1,327.8,0,"2020-12-09 00:57:00",143.8173,-16.8925,140.034996727598,"D","Mareeba",8585,"Queensland","2020-12-09","2020-12-08 13:57:00","2020-12-08 13:00:00",-16.9,143.8,197.115325927734,35.6,253.860606060606
1,322.7,0,"2020-07-16 03:59:00",142.3905,-12.7317,131.143168707341,"D",NA,NA,NA,"2020-07-16 03:00:00","2020-07-15 17:59:00","2020-07-15 17:00:00",-12.7,142.4,53.8589363098145,27,195.71692745377
1,377.1,0,"2020-01-03 23:49:00",150.1301,-34.85,119.581182675535,"D","Moss Vale",8579,"New South Wales","2020-01-03 23:00:00","2020-01-03 12:49:00","2020-01-03 12:00:00",-34.9,150.1,613.967102050781,21,252.345714285714
1,328.5,0,"2020-11-17 01:34:00",126.9649,-14.0124,145.427699286815,"D",NA,NA,NA,"2020-11-17 01:00:00","2020-11-16 14:34:00","2020-11-16 14:00:00",-14,127,4.96389532089233,34.2,255.005882352941
1,337.5,0,"2020-12-06 00:29:00",148.1651,-24.9332,132.102720835338,"D",NA,NA,NA,"2020-12-06","2020-12-05 13:29:00","2020-12-05 13:00:00",-24.9,148.2,1057.61193847656,32.9,265.65
1,320.2,0,"2020-06-01 04:30:00",131.9883,-13.1792,131.804220954859,"D","Palmerston",33695,"Northern Territory","2020-06-01 04:00:00","2020-05-31 18:30:00","2020-05-31 18:00:00",-13.2,132,82.4951095581055,32.8,253.569230769231
1,330.9,0,"2020-03-21 03:36:00",150.9958,-28.089,134.081651436318,"D","Toowoomba",108398,"Queensland","2020-03-21 03:00:00","2020-03-20 16:36:00","2020-03-20 16:00:00",-28.1,151,395.001983642578,25.5,249.483783783784
1,324.7,0,"2020-08-11 04:35:00",137.6692,-16.8975,127.345949149411,"D",NA,NA,NA,"2020-08-11 04:00:00","2020-08-10 18:35:00","2020-08-10 18:00:00",-16.9,137.7,172.314514160156,24.4,199.412030075188
1,324.8,0,"2020-02-01 00:14:00",149.5906,-37.1982,123.38329745461,"D","Eden",3151,"New South Wales","2020-02-01","2020-01-31 13:14:00","2020-01-31 13:00:00",-37.2,149.6,292.517456054688,39.5,241.675
1,347.5,0,"2020-06-07 05:31:00",126.1084,-14.9233,123.914694136637,"D",NA,NA,NA,"2020-06-07 05:00:00","2020-06-06 19:31:00","2020-06-06 19:00:00",-14.9,126.1,298.73828125,21.3,260.223684210526
1,391.6,0,"2020-01-04 04:04:00",149.4863,-36.5838,107.347616433723,"D","Tathra",1523,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-36.6,149.5,664.690551757812,21.9,255.231428571429
1,332.2,0,"2020-11-07 03:43:00",149.0884,-25.8878,120.151222220879,"D",NA,NA,NA,"2020-11-07 03:00:00","2020-11-06 16:43:00","2020-11-06 16:00:00",-25.9,149.1,401.277313232422,23.3,256.891428571428
1,320.8,0,"2020-05-15 05:24:00",126.2521,-15.4753,124.675855839516,"D",NA,NA,NA,"2020-05-15 05:00:00","2020-05-14 19:24:00","2020-05-14 19:00:00",-15.5,126.3,447.028442382812,28.3,266.662162162162
1,335.7,0,"2020-04-22 05:18:00",126.6312,-15.1592,125.299605298749,"D",NA,NA,NA,"2020-04-22 05:00:00","2020-04-21 19:18:00","2020-04-21 19:00:00",-15.2,126.6,249.34358215332,35.5,195.368421052632
1,321.4,0,"2020-07-08 04:48:00",132.7379,-14.5077,129.020768705966,"D",NA,NA,NA,"2020-07-08 04:00:00","2020-07-07 18:48:00","2020-07-07 18:00:00",-14.5,132.7,232.369491577148,25.1,194.677098150782
1,415.5,0,"2020-01-02 04:17:00",147.471,-35.9161,106.890045153775,"D","Albury",4804,"New South Wales","2020-01-02 04:00:00","2020-01-01 17:17:00","2020-01-01 17:00:00",-35.9,147.5,275.325805664062,25.8,239.491666666667
1,363.2,0,"2020-01-08 05:20:00",124.0973,-32.7622,114.261777455917,"D",NA,NA,NA,"2020-01-08 05:00:00","2020-01-07 18:20:00","2020-01-07 18:00:00",-32.8,124.1,141.448547363281,28.5,251.072222222222
1,326.2,0,"2020-05-30 01:52:00",131.9563,-13.0933,166.821405042719,"D","Palmerston",33695,"Northern Territory","2020-05-30 01:00:00","2020-05-29 15:52:00","2020-05-29 15:00:00",-13.1,132,78.209602355957,33.7,257.802631578947
1,332.6,0,"2020-07-20 05:12:00",131.6332,-14.454,124.701142025007,"D",NA,NA,NA,"2020-07-20 05:00:00","2020-07-19 19:12:00","2020-07-19 19:00:00",-14.5,131.6,75.3789978027344,28.5,197.061403508772
1,315.7,0,"2020-12-07 02:53:00",116.2961,-34.3874,122.966606731032,"D","Australind",14539,"Western Australia","2020-12-07 02:00:00","2020-12-06 15:53:00","2020-12-06 15:00:00",-34.4,116.3,162.617279052734,24.6,259.568571428571
1,322.7,0,"2020-05-09 01:35:00",128.1978,-16.4029,177.284678404556,"D",NA,NA,NA,"2020-05-09 01:00:00","2020-05-08 15:35:00","2020-05-08 15:00:00",-16.4,128.2,284.859252929688,32.7,281.586842105263
1,319.3,0,"2020-03-31 04:11:00",143.3427,-36.7227,130.95730365059,"D","Saint Arnaud",2126,"Victoria","2020-03-31 04:00:00","2020-03-30 17:11:00","2020-03-30 17:00:00",-36.7,143.3,212.797592163086,20.3,212.659459459459
1,303.5,0,"2020-11-20 12:37:00",147.754,-25.0127,6.773923304355,"N",NA,NA,NA,"2020-11-20 12:00:00","2020-11-20 01:37:00","2020-11-20 01:00:00",-25,147.8,839.575622558594,19.2,236.442857142857
1,380.5,0,"2020-01-03 05:00:00",136.7157,-35.9342,107.015985501131,"D",NA,NA,NA,"2020-01-03 05:00:00","2020-01-02 18:00:00","2020-01-02 18:00:00",-35.9,136.7,98.0657196044922,20.3,248.719444444444
1,303.3,0,"2020-01-02 13:41:00",149.5645,-37.4139,16.2783555537613,"N","Eden",3151,"New South Wales","2020-01-02 13:00:00","2020-01-02 02:41:00","2020-01-02 02:00:00",-37.4,149.6,209.78205871582,14.2,249.825
1,332.5,0,"2020-01-12 12:40:00",149.766,-37.3316,16.7701732506378,"N","Eden",3151,"New South Wales","2020-01-12 12:00:00","2020-01-12 01:40:00","2020-01-12 01:00:00",-37.3,149.8,221.939117431641,10.4,241.648648648649
1,313.9,0,"2020-01-30 12:28:00",148.9243,-37.3123,22.2614610375938,"N","Orbost",2014,"Victoria","2020-01-30 12:00:00","2020-01-30 01:28:00","2020-01-30 01:00:00",-37.3,148.9,598.967041015625,19.8,220.926315789474
1,388.1,0,"2020-01-31 13:11:00",149.0258,-37.2881,19.6862543012597,"N","Orbost",2014,"Victoria","2020-01-31 13:00:00","2020-01-31 02:11:00","2020-01-31 02:00:00",-37.3,149,924.536254882812,25.8,243.771428571429
1,318.3,0,"2020-11-22 00:17:00",152.4486,-25.7258,134.016076570036,"D","Urraween",6969,"Queensland","2020-11-22","2020-11-21 13:17:00","2020-11-21 13:00:00",-25.7,152.4,65.6260604858398,31.1,266.744117647059
1,337.4,0,"2020-11-20 04:51:00",140.5168,-21.1872,114.982510893651,"D",NA,NA,NA,"2020-11-20 04:00:00","2020-11-19 17:51:00","2020-11-19 17:00:00",-21.2,140.5,337.537200927734,33.5,235.745714285714
1,338.3,0,"2020-11-05 01:10:00",142.6455,-16.4417,148.02703168613,"D",NA,NA,NA,"2020-11-05 01:00:00","2020-11-04 14:10:00","2020-11-04 14:00:00",-16.4,142.6,69.0388641357422,39.3,231.897142857143
1,304.8,0,"2020-01-09 15:25:00",148.0251,-36.3315,31.4294260212697,"N","Jindabyne",2233,"New South Wales","2020-01-09 15:00:00","2020-01-09 04:25:00","2020-01-09 04:00:00",-36.3,148,768.45458984375,16.8,267.888888888889
1,317.1,0,"2020-06-20 02:11:00",127.8196,-14.9508,167.254108186879,"D",NA,NA,NA,"2020-06-20 02:00:00","2020-06-19 16:11:00","2020-06-19 16:00:00",-15,127.8,220.457748413086,30.9,259.045945945946
1,339.4,0,"2020-06-24 04:36:00",131.3374,-13.5883,132.148071207624,"D","Palmerston",33695,"Northern Territory","2020-06-24 04:00:00","2020-06-23 18:36:00","2020-06-23 18:00:00",-13.6,131.3,119.8212890625,27.8,198.781954887218
1,318.4,0,"2020-05-12 00:27:00",143.6346,-15.4147,177.175717409173,"D",NA,NA,NA,"2020-05-12","2020-05-11 14:27:00","2020-05-11 14:00:00",-15.4,143.6,250.763702392578,31.5,270.976315789474
1,334.9,0,"2020-04-16 05:51:00",116.5772,-31.4035,125.60724800835,"D","Perth",2141834,"Tasmania","2020-04-16 05:00:00","2020-04-15 19:51:00","2020-04-15 19:00:00",-31.4,116.6,267.514556884766,21.5,195.304709141274
1,310,0,"2020-01-02 15:20:00",149.6883,-37.4016,32.2324315609567,"N","Eden",3151,"New South Wales","2020-01-02 15:00:00","2020-01-02 04:20:00","2020-01-02 04:00:00",-37.4,149.7,187.652740478516,14.4,248.058333333333
1,327.2,0,"2020-05-29 01:10:00",135.5452,-15.1397,172.74494898624,"D",NA,NA,NA,"2020-05-29 01:00:00","2020-05-28 15:10:00","2020-05-28 15:00:00",-15.1,135.5,8.20369815826416,30.5,263.924324324324
1,315.3,0,"2020-01-10 12:57:00",144.1259,-18.2203,8.89136475879697,"N",NA,NA,NA,"2020-01-10 12:00:00","2020-01-10 01:57:00","2020-01-10 01:00:00",-18.2,144.1,419.889678955078,25,265.161111111111
1,311.9,0,"2020-01-01 14:38:00",123.1968,-32.4442,9.78611805032156,"N",NA,NA,NA,"2020-01-01 14:00:00","2020-01-01 03:38:00","2020-01-01 03:00:00",-32.4,123.2,248.588104248047,26.8,252.927777777778
1,304.8,0,"2020-07-24 15:46:00",116.8262,-34.2094,57.8152968930337,"N","Australind",14539,"Western Australia","2020-07-24 15:00:00","2020-07-24 05:46:00","2020-07-24 05:00:00",-34.2,116.8,280.619140625,7.7,196.771929824561
1,310.6,0,"2020-01-30 15:44:00",149.3724,-37.3781,37.7337541702399,"N","Eden",3151,"New South Wales","2020-01-30 15:00:00","2020-01-30 04:44:00","2020-01-30 04:00:00",-37.4,149.4,496.649810791016,18,227.628947368421
1,349.6,0,"2020-11-16 13:03:00",145.649,-21.2374,2.50957280219568,"N","Charters Towers",8040,"Queensland","2020-11-16 13:00:00","2020-11-16 02:03:00","2020-11-16 02:00:00",-21.2,145.6,349.055419921875,25.5,235.551428571429
1,338.4,0,"2020-11-16 03:39:00",143.6717,-16.5779,129.270388918434,"D",NA,NA,NA,"2020-11-16 03:00:00","2020-11-15 16:39:00","2020-11-15 16:00:00",-16.6,143.7,134.687133789062,36.2,249.073529411765
1,328.5,0,"2020-07-15 02:05:00",130.1536,-14.4704,168.27865247177,"D",NA,NA,NA,"2020-07-15 02:00:00","2020-07-14 16:05:00","2020-07-14 16:00:00",-14.5,130.2,249.965866088867,30.5,197.220760233918
1,359.9,0,"2020-01-04 04:05:00",150.2602,-34.7749,108.104231762531,"D","Moss Vale",8579,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:05:00","2020-01-03 17:00:00",-34.8,150.3,362.931854248047,35.3,255.231428571429
1,343.6,0,"2020-01-28 14:20:00",124.3192,-32.8781,16.5400674552147,"N",NA,NA,NA,"2020-01-28 14:00:00","2020-01-28 03:20:00","2020-01-28 03:00:00",-32.9,124.3,118.796409606934,35.7,233.994444444444
1,327.5,0,"2020-09-06 03:31:00",149.3696,-25.3527,126.686778734286,"D",NA,NA,NA,"2020-09-06 03:00:00","2020-09-05 17:31:00","2020-09-05 17:00:00",-25.4,149.4,288.896179199219,22.8,197.98719772404
